# ----------------------------------------
# All Web Site Data
# User Explorer
# 20160901-20161031
# ----------------------------------------

Client ID,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
941435078.1474390697,17,00:06:24,17.65%,US$0.00,0,0.00%
11213562.1477327339,16,00:07:03,43.75%,US$0.00,0,0.00%
1414797133.1473545834,16,00:03:45,18.75%,US$0.00,0,0.00%
1472823102.1474625909,16,00:05:05,12.50%,US$0.00,0,0.00%
1547010997.1475361440,16,00:07:54,18.75%,US$0.00,0,0.00%
1555034503.1475720732,16,00:03:00,50.00%,US$0.00,0,0.00%
1564008490.1473764134,16,00:05:49,0.00%,US$0.00,0,0.00%
1691320104.1474565244,16,00:07:26,37.50%,US$0.00,0,0.00%
1851151973.1467234113,16,00:05:05,18.75%,US$0.00,0,0.00%
1856983579.1473312585,16,00:07:47,18.75%,US$0.00,0,0.00%
1933935701.1471999484,16,00:03:03,18.75%,US$0.00,0,0.00%
1937269843.1476318333,16,00:35:55,6.25%,US$0.00,0,0.00%
211937723.1473603377,16,00:10:11,31.25%,US$0.00,0,0.00%
262449862.1470758598,16,00:03:22,12.50%,US$0.00,0,0.00%
402442084.1475260664,16,00:09:15,12.50%,US$0.00,0,0.00%
734822985.1469369108,16,00:07:21,6.25%,US$0.00,0,0.00%
761805837.1475348139,16,00:09:04,25.00%,US$0.00,0,0.00%
878888487.1473950009,16,00:07:07,6.25%,US$0.00,0,0.00%
102642663.1468639701,15,00:09:35,6.67%,US$0.00,0,0.00%
1051761000.1475735331,15,00:32:12,13.33%,US$0.00,0,0.00%
1108640279.1475825337,15,00:06:55,20.00%,US$0.00,0,0.00%
1116766556.1472973559,15,00:02:24,20.00%,US$0.00,0,0.00%
1169381628.1474861267,15,00:01:52,6.67%,US$0.00,0,0.00%
1231485383.1475073503,15,00:03:19,33.33%,US$0.00,0,0.00%
1575737333.1476671401,15,00:07:43,46.67%,US$0.00,0,0.00%
1637352498.1474370464,15,00:16:43,26.67%,US$0.00,0,0.00%
1658861743.1470276281,15,00:09:16,0.00%,US$0.00,0,0.00%
1709237332.1473157549,15,00:03:06,20.00%,US$0.00,0,0.00%
2121700769.1473665427,15,00:19:03,13.33%,US$0.00,0,0.00%
255010324.1474254357,15,00:14:44,6.67%,US$0.00,0,0.00%
458046746.1476279860,15,00:05:53,40.00%,US$0.00,0,0.00%
494739217.1476326228,15,00:10:43,26.67%,US$0.00,0,0.00%
564863429.1476186281,15,00:04:46,33.33%,US$0.00,0,0.00%
809759808.1474089558,15,00:03:58,0.00%,US$0.00,0,0.00%
939651952.1475030517,15,00:08:42,46.67%,US$0.00,0,0.00%
1031699768.1475767548,14,00:11:44,7.14%,US$0.00,0,0.00%
1042154523.1468752507,14,00:11:38,21.43%,US$0.00,0,0.00%
1063932950.1475234111,14,00:09:16,7.14%,US$0.00,0,0.00%
1078460413.1472773812,14,00:01:19,71.43%,US$0.00,0,0.00%
1100271901.1474360423,14,00:19:18,7.14%,US$0.00,0,0.00%
1145769249.1477139992,14,00:33:59,14.29%,US$0.00,0,0.00%
1162092252.1474105423,14,00:27:32,7.14%,US$0.00,0,0.00%
1227905697.1475502879,14,00:14:26,14.29%,US$0.00,0,0.00%
1467100628.1470064269,14,00:30:43,28.57%,US$0.00,0,0.00%
